district_code,district_name,district_type,country,area_km2,centroid_lat,centroid_lon
E09000027,Richmond upon Thames,LAD,England,57.36926765607324,51.4421777031026,-0.31298806575181853
E09000028,Southwark,LAD,England,28.84535179198673,51.473135793777686,-0.07460841439227761
E09000029,Sutton,LAD,England,43.83589846369725,51.3620969085396,-0.17757760824925328
E09000030,Tower Hamlets,LAD,England,19.766790096909702,51.517193493847316,-0.03560596473640996
E09000031,Waltham Forest,LAD,England,38.82200993818363,51.59404232351642,-0.012637016144733499
E09000032,Wandsworth,LAD,England,34.269845333377106,51.451363060684066,-0.18643465987968869
E09000033,Westminster,LAD,England,21.46075428408704,51.51388565711202,-0.16128313943965633
S12000005,Clackmannanshire,LAD,Scotland,158.9885695700262,56.15209337936731,-3.740335738023716
S12000006,Dumfries and Galloway,LAD,Scotland,6437.637001301803,55.07711702820089,-3.960622572802839
S12000008,East Ayrshire,LAD,Scotland,1270.3798582273355,55.48535602049036,-4.314350572949585
S12000010,East Lothian,LAD,Scotland,679.2541077076228,55.93984721607855,-2.7204336294712923
S12000011,East Renfrewshire,LAD,Scotland,174.25694179573316,55.75315391726281,-4.359570962038397
S12000013,Eilean Siar,LAD,Scotland,3098.2675970293494,57.92616488262283,-6.851845611287489
S12000014,Falkirk,LAD,Scotland,297.3207236806701,55.995189029252074,-3.7979086998204648
S12000015,Fife,LAD,Scotland,1325.1788452579744,56.22848657472161,-3.126745368628017
S12000017,Highland,LAD,Scotland,26161.35807190752,57.57869644815352,-4.759299689170171
S12000018,Inverclyde,LAD,Scotland,161.93531212053372,55.901188245927415,-4.74364967117667
S12000019,Midlothian,LAD,Scotland,355.27435977223865,55.83222126861354,-3.1103779557169693
S12000020,Moray,LAD,Scotland,2237.749753721237,57.474289314209415,-3.2649183414515415
S12000021,North Ayrshire,LAD,Scotland,885.4435201390036,55.65105666913038,-4.979604213326872
S12000023,Orkney Islands,LAD,Scotland,1013.9665886420277,59.02470833538507,-3.0475788818516536
S12000024,Perth and Kinross,LAD,Scotland,5383.629567800402,56.56688785938198,-3.8241541779002577
S12000026,Scottish Borders,LAD,Scotland,4739.157589579852,55.576245807816576,-2.7881591530893357
S12000027,Shetland Islands,LAD,Scotland,1467.2578340604684,60.38034240828174,-1.2552593085988335
S12000028,South Ayrshire,LAD,Scotland,1224.0594055344784,55.267704742331844,-4.688011074229722
S12000029,South Lanarkshire,LAD,Scotland,1773.9281408291024,55.61280775877293,-3.8109789189471392
S12000030,Stirling,LAD,Scotland,2253.4702412734014,56.24439692392635,-4.341301710535317
S12000033,Aberdeen City,LAD,Scotland,185.70767854844078,57.15715882576943,-2.1867417167794825
S12000034,Aberdeenshire,LAD,Scotland,6317.992746883513,57.24147088766722,-2.630913946859882
S12000035,Argyll and Bute,LAD,Scotland,7007.014954124305,56.12331724143065,-5.495396352208683
S12000036,City of Edinburgh,LAD,Scotland,263.33958352207947,55.92430382923986,-3.2884503388128175
S12000038,Renfrewshire,LAD,Scotland,261.45864187108435,55.84568687148399,-4.543441693322492
S12000039,West Dunbartonshire,LAD,Scotland,177.27077595516536,55.98651700486176,-4.5166966490742535
S12000040,West Lothian,LAD,Scotland,428.82768897897756,55.88428266559745,-3.574425118487095
S12000041,Angus,LAD,Scotland,2185.3204545643853,56.724873933026764,-2.920515415265753
S12000042,Dundee City,LAD,Scotland,59.83294993859094,56.477977512527254,-2.9704334972074897
S12000044,North Lanarkshire,LAD,Scotland,472.2676634557805,55.87482886563735,-3.9484041340978058
S12000045,East Dunbartonshire,LAD,Scotland,174.47358864960728,55.956033917284316,-4.225561289993782
S12000046,Glasgow City,LAD,Scotland,174.6957061732222,55.85784341160645,-4.252494783120735
W06000001,Isle of Anglesey,LAD,Wales,714.482285771835,53.287298146876246,-4.373923404228564
W06000002,Gwynedd,LAD,Wales,2548.316419789677,52.893035587905736,-4.021466837381236
W06000003,Conwy,LAD,Wales,1130.2752619231935,53.13799618637831,-3.7345108906786555
W06000004,Denbighshire,LAD,Wales,838.5260000626429,53.08987278734477,-3.35330633857279
W06000005,Flintshire,LAD,Wales,437.49414129007954,53.20820969479896,-3.160184222431421
W06000006,Wrexham,LAD,Wales,503.68436758244815,52.99026131913065,-3.0176980097039774
W06000008,Ceredigion,LAD,Wales,1789.0662239294927,52.25429594103577,-4.071675963357751
W06000009,Pembrokeshire,LAD,Wales,1618.6339991940556,51.8557986806619,-4.88582246443481
W06000010,Carmarthenshire,LAD,Wales,2371.149482422776,51.90504241469743,-4.157697728751323
W06000011,Swansea,LAD,Wales,379.67894368605374,51.64348812869746,-4.05136069645716
W06000012,Neath Port Talbot,LAD,Wales,442.3056096135436,51.681559005946085,-3.7415303206235158
W06000013,Bridgend,LAD,Wales,250.78381025299328,51.55695524864583,-3.5983563413882322
W06000014,Vale of Glamorgan,LAD,Wales,330.9189146752624,51.445729842889676,-3.3993387144965936
W06000015,Cardiff,LAD,Wales,140.4443897679635,51.510786535840516,-3.2039791830087117
W06000016,Rhondda Cynon Taf,LAD,Wales,424.134171745974,51.65045058053648,-3.43568886726712
W06000018,Caerphilly,LAD,Wales,277.3523145168297,51.65332943087683,-3.20496835616589
W06000019,Blaenau Gwent,LAD,Wales,108.72554142339145,51.766745307349304,-3.193857501072903
W06000020,Torfaen,LAD,Wales,126.22241354653966,51.69863840078626,-3.053469174776909
W06000021,Monmouthshire,LAD,Wales,850.2712088903684,51.766101577704674,-2.87235940210488
W06000022,Newport,LAD,Wales,190.50881029558062,51.57933497550686,-2.9658838017794453
W06000023,Powys,LAD,Wales,5195.363540846624,52.32560444993499,-3.409735840123457
W06000024,Merthyr Tydfil,LAD,Wales,111.93028242957627,51.74096434160786,-3.3611020231350004
